"","darkness","anger","emotional_bonds","age_started","midichlorian","dojo_id","murders"
"1938",4.7,9.8,10.6,4,1315,"dojo_73",2
"1939",2.9,10.7,12.5,4,1174,"dojo_73",1
"1940",2.2,12.7,11.1,4,1234,"dojo_73",0
"1941",6.3,13.3,12.9,4,967,"dojo_73",1
"1942",5.6,14.5,9.2,4,1324,"dojo_73",2
"1943",2.9,5.3,16.7,4,1410,"dojo_73",0
"1944",4.9,15.7,15.1,4,1128,"dojo_73",1
"1945",4.9,11.8,13.2,4,842,"dojo_73",0
"1946",6.8,13.2,13.7,4,1070,"dojo_73",2
"1947",5.4,12.4,16.7,4,1360,"dojo_73",1
"1948",4.4,13.5,13.6,4,1288,"dojo_73",2
"1949",2.2,4.8,9.1,4,970,"dojo_73",0
"1950",7.2,12.7,13,4,1169,"dojo_73",1
"1951",4.2,9.3,11.4,4,914,"dojo_73",1
"1952",5.6,11.7,10.4,4,1253,"dojo_73",1
"1953",4.2,11.6,20.2,4,1118,"dojo_73",2
"1954",5,9.7,12.3,5,1031,"dojo_74",2
"1955",5.7,14.6,13.6,5,1031,"dojo_74",1
"1956",3.9,13.3,12,5,937,"dojo_74",0
"1957",5.1,12.9,10.8,5,919,"dojo_74",1
"1958",3.5,8.6,14.1,5,1284,"dojo_74",1
"1959",5.1,10,10.5,5,891,"dojo_74",0
"1960",5.5,12,10.9,5,1011,"dojo_74",1
"1961",8.8,16.7,8.5,5,1264,"dojo_74",2
"1962",5.4,14.8,14.2,5,1511,"dojo_74",2
"1963",5.3,9.3,11.1,5,1025,"dojo_74",1
"1964",2.4,9.1,13.1,5,755,"dojo_74",0
"1965",5.1,12.9,13,5,1062,"dojo_74",1
"1966",4,11.5,15.1,5,1232,"dojo_74",0
"1967",5.7,13,9.1,5,1115,"dojo_74",1
"1968",9.1,20,14.7,5,1345,"dojo_74",2
"1969",2.4,11,7.4,5,1699,"dojo_74",1
"1970",7.2,15,13.8,0,924,"dojo_75",1
"1971",5.2,12.1,13.3,0,1392,"dojo_75",1
"1972",8.6,11.1,16.3,0,1413,"dojo_75",3
"1973",5.9,15.2,17,0,942,"dojo_75",1
"1974",2.4,7.5,11.7,0,1203,"dojo_75",0
"1975",4.9,13.3,9.2,0,1187,"dojo_75",1
"1976",3.4,7.3,10.1,0,1491,"dojo_75",0
"1977",7,11.9,8.8,0,1091,"dojo_75",1
"1978",7.5,15.3,10.3,0,1209,"dojo_75",2
"1979",8.4,16,12.9,0,1148,"dojo_75",3
"1980",5.4,12.6,12.7,0,1122,"dojo_75",1
"1981",6.6,12.4,9.5,0,1446,"dojo_75",1
"1982",9.3,17.9,14.7,0,1165,"dojo_75",3
"1983",5,12.1,7.3,0,1551,"dojo_75",2
"1984",9.9,16,11.7,0,1459,"dojo_75",2
"1985",6.7,11.9,14.9,0,1229,"dojo_75",1
"1986",5.6,14.6,12.6,0,863,"dojo_75",1
"1987",2.9,9.4,9.6,0,954,"dojo_75",0
"1988",5.4,9.7,15,6,1283,"dojo_76",1
"1989",4.2,10.2,12.2,6,1027,"dojo_76",1
"1990",4.7,11.2,14.9,6,1245,"dojo_76",1
"1991",4.4,13.8,8.4,6,1510,"dojo_76",1
"1992",2.8,7.4,14.1,6,1334,"dojo_76",0
"1993",4,9.2,9.6,6,1054,"dojo_76",0
"1994",4,4.5,11.7,6,935,"dojo_76",2
"1995",6.8,13.3,11,6,1069,"dojo_76",2
"1996",3.8,14.9,11.8,6,1421,"dojo_76",1
"1997",6.3,9.4,17.2,6,1078,"dojo_76",1
"1998",5.8,10.4,14.3,6,1350,"dojo_76",1
"1999",3,3.8,14.9,6,859,"dojo_76",0
"2000",4.8,8.9,9.3,6,933,"dojo_76",0
"2001",8.2,12.6,19.4,6,1051,"dojo_76",2
"2002",4.3,16.9,7,6,1397,"dojo_76",1
"2003",3.3,8.9,13.3,6,1597,"dojo_76",1
"2004",5.4,9.5,14.2,6,996,"dojo_76",1
"2005",2.5,7.7,11.4,6,1371,"dojo_76",0
"2006",3,8.8,8.9,6,1081,"dojo_76",0
"2007",5.6,14,14.8,6,1225,"dojo_76",1
"2008",4.9,11.3,9,6,1003,"dojo_76",2
"2009",5,11.8,13.7,6,1296,"dojo_76",1
"2010",5.1,14.8,11.8,6,1626,"dojo_76",1
"2011",7.7,13.9,10.8,6,863,"dojo_76",1
"2012",3.8,13.2,10,6,1492,"dojo_76",1
"2013",3.3,8.1,13.8,6,1306,"dojo_76",1
"2014",1.3,8.6,5.3,6,971,"dojo_76",0
"2015",7.3,18.1,11.3,6,1515,"dojo_76",2
"2016",4.2,9.8,11.8,6,1532,"dojo_76",1
"2017",3,5.7,12.5,6,1124,"dojo_76",0
"2018",4.1,5.2,14.7,6,1239,"dojo_76",0
"2019",5,9.9,12.4,6,1182,"dojo_76",1
"2020",2.7,8.1,10.6,5,1257,"dojo_77",0
"2021",8.1,17.5,10,5,907,"dojo_77",2
"2022",3.6,10.5,15.7,5,1063,"dojo_77",0
"2023",7,13.8,13,5,1409,"dojo_77",1
"2024",7,16.9,11,5,1128,"dojo_77",2
"2025",4.8,9.2,12.4,5,1457,"dojo_77",1
"2026",5.3,9.5,9.6,5,1117,"dojo_77",1
"2027",4.2,10.3,14.6,5,1331,"dojo_77",1
"2028",6.7,13.2,13.7,5,1338,"dojo_77",1
"2029",7.5,14.9,10.2,5,1250,"dojo_77",1
"2030",5.7,13.1,13.5,5,1188,"dojo_77",1
"2031",3.8,10.1,7,5,1209,"dojo_77",1
"2032",3,12.9,15.4,5,1355,"dojo_77",0
"2033",4.9,12.9,10.8,5,1091,"dojo_77",1
"2034",3.9,11,14.7,5,1159,"dojo_77",0
"2035",6.2,12.6,8.8,5,1188,"dojo_77",1
"2036",4.2,10,16.7,5,1466,"dojo_77",1
"2037",7,14.5,14.5,5,1026,"dojo_77",2
"2038",8.5,14.8,10.8,5,1305,"dojo_77",2
"2039",7.2,15.3,14,5,1226,"dojo_77",1
"2040",6.8,16.2,8,5,1291,"dojo_77",1
"2041",5.5,12.3,15,5,761,"dojo_77",2
"2042",2.2,10,8.8,5,1191,"dojo_77",1
"2043",7.4,11.4,11.4,5,1149,"dojo_77",2
"2044",5.5,10,14,5,1531,"dojo_77",1
"2045",5.3,16.3,8.9,5,1076,"dojo_77",1
"2046",2.8,8.9,13.9,5,1255,"dojo_77",0
"2047",3.8,12.8,13.5,5,1084,"dojo_77",1
"2048",5.8,13.8,13.4,5,1320,"dojo_77",1
"2049",7.8,15.8,9.1,5,1285,"dojo_77",3
"2050",3.6,11.3,6.2,5,1062,"dojo_77",1
"2051",7.3,13.2,9.9,5,964,"dojo_77",2
"2052",5.9,15.6,7,5,1246,"dojo_77",1
"2053",3.4,12.1,7.7,5,854,"dojo_77",0
"2054",6.2,15.6,11.1,5,846,"dojo_77",1
"2055",4.7,10.4,9.8,5,1240,"dojo_77",1
"2056",2.2,6.6,10.6,5,1198,"dojo_77",0
"2057",3.9,13.3,12.1,8,803,"dojo_78",0
"2058",6.8,14.6,14.4,8,1275,"dojo_78",1
"2059",6.9,12,13.7,8,1216,"dojo_78",1
"2060",8.7,11.8,12.7,8,1533,"dojo_78",3
"2061",10.6,15.1,14.9,8,1359,"dojo_78",3
"2062",7.5,12.6,11.2,8,1315,"dojo_78",1
"2063",4.7,13,10.7,8,1024,"dojo_78",1
"2064",2.2,5.6,13.5,8,1179,"dojo_78",0
"2065",9.5,16.7,7.9,8,1225,"dojo_78",2
"2066",7.1,14.8,5.2,8,986,"dojo_78",1
"2067",5.8,14.1,15.7,8,1228,"dojo_78",3
"2068",4.1,9.1,10.7,8,990,"dojo_78",0
"2069",4.8,13.9,3,8,807,"dojo_78",1
"2070",5,12.3,11.2,8,926,"dojo_78",2
"2071",7.5,11.2,16.6,8,1385,"dojo_78",1
"2072",7.2,12,10.6,8,1384,"dojo_78",1
"2073",8.5,14.4,11.2,8,1317,"dojo_78",3
"2074",7.3,15.7,11,8,1115,"dojo_78",1
"2075",3.3,10.4,11.1,8,609,"dojo_78",0
"2076",7.3,11.6,12.7,8,1167,"dojo_78",1
"2077",4.1,10.8,13.5,8,957,"dojo_78",0
"2078",6.9,11.6,10.6,8,1180,"dojo_78",1
"2079",7,16.7,12.3,8,1002,"dojo_78",2
"2080",1.3,8.2,12.4,8,808,"dojo_78",0
"2081",1.7,11.4,11.6,8,1422,"dojo_79",0
"2082",5.7,13.5,8.7,8,1064,"dojo_79",1
"2083",6.6,14.2,16,8,1121,"dojo_79",1
"2084",5.4,15.3,13.3,8,1183,"dojo_79",1
"2085",6.5,12.4,15,8,906,"dojo_79",1
"2086",5.4,12.8,15.6,8,1255,"dojo_79",1
"2087",3.5,9.5,9.6,8,1008,"dojo_79",0
"2088",5,13.5,8.2,8,1324,"dojo_79",1
"2089",6.7,15,17.3,8,1263,"dojo_79",1
"2090",1.1,7.9,11.6,8,1369,"dojo_79",0
"2091",6.1,15.1,15.7,8,1183,"dojo_79",1
"2092",1.7,9.9,8.2,8,1198,"dojo_79",0
"2093",2.8,7.1,15,8,637,"dojo_79",0
"2094",4.1,15.3,8.2,8,1275,"dojo_79",1
"2095",4.5,11.5,15.4,8,1467,"dojo_79",1
"2096",2.8,6.3,8.2,8,945,"dojo_79",0
"2097",2.2,11.1,13.8,8,1579,"dojo_79",2
"2098",1.7,11.2,11.4,8,1107,"dojo_79",0
"2099",3.3,9,13.2,8,1515,"dojo_79",1
"2100",2.9,8.9,15.2,8,1501,"dojo_79",0
"2101",7.4,16.2,18.2,8,1149,"dojo_79",1
"2102",0.2,7.4,12.1,8,1405,"dojo_79",0
"2103",2.6,9.7,13.8,8,1135,"dojo_79",0
"2104",5.6,13.3,10.9,8,1194,"dojo_79",1
"2105",3.4,12.2,14.2,8,1267,"dojo_79",1
"2106",1.7,9.2,15.2,8,1371,"dojo_79",0
"2107",6.3,13.6,14.7,8,885,"dojo_79",1
"2108",3.2,10.8,7.8,8,1100,"dojo_79",0
"2109",8.4,19.2,14.3,8,1168,"dojo_79",2
"2110",4.7,13,11.1,8,971,"dojo_79",1
"2111",6.5,13.8,15,8,1281,"dojo_79",1
"2112",1.3,6.9,14.3,8,1142,"dojo_79",0
"2113",7.1,13.7,11.7,5,1060,"dojo_80",1
"2114",7.8,8.6,13.4,5,623,"dojo_80",2
"2115",7.4,15.5,17.8,5,1021,"dojo_80",2
"2116",6.6,10.1,8.9,5,1099,"dojo_80",1
"2117",6.2,16.3,12.2,5,1204,"dojo_80",1
"2118",11,12.5,8.3,5,770,"dojo_80",2
"2119",0.8,7.4,10.9,5,1399,"dojo_80",0
"2120",1.9,9.5,10.9,5,1381,"dojo_80",0
"2121",6.3,14.9,11.4,5,1266,"dojo_80",1
"2122",4.7,12.1,13.5,5,1404,"dojo_80",2
"2123",6.5,15.2,15.1,5,1070,"dojo_80",1
"2124",2.4,10.5,16.5,5,1500,"dojo_80",0
"2125",6.3,12.5,9.2,3,870,"dojo_81",1
"2126",2.4,6.1,16.3,3,1081,"dojo_81",1
"2127",7.2,17.5,14.9,3,1232,"dojo_81",1
"2128",4.8,11,12.6,3,1105,"dojo_81",1
"2129",7.1,15.8,15.9,3,1131,"dojo_81",1
"2130",6.9,11,18.1,3,1111,"dojo_81",1
"2131",5.2,13.3,7.4,3,805,"dojo_81",1
"2132",7.3,13.3,16.8,3,1052,"dojo_81",1
"2133",2.3,6.3,9.7,3,1123,"dojo_81",3
"2134",4.6,14,5.3,3,1361,"dojo_81",1
"2135",2.8,7.2,13.9,3,1056,"dojo_81",0
"2136",2.8,7.8,6.3,3,1432,"dojo_81",0
"2137",5.9,12.2,11.2,3,1061,"dojo_81",1
"2138",4.4,9.7,14.5,3,1291,"dojo_81",1
"2139",5.1,5.8,15.7,3,1345,"dojo_81",0
"2140",4.7,10.9,13.9,3,1276,"dojo_81",1
"2141",7.5,12,11.6,3,1117,"dojo_81",1
"2142",4.4,9.3,13,3,1501,"dojo_81",1
"2143",5.4,9.7,13.9,3,989,"dojo_81",0
"2144",4.7,9.1,14.3,3,1235,"dojo_81",1
"2145",4.6,10.7,9.8,3,1074,"dojo_81",0
"2146",2.7,8.3,9.9,3,1402,"dojo_81",0
"2147",3.6,9.9,18.4,3,1420,"dojo_81",0
"2148",3.8,8.4,13.7,3,1378,"dojo_81",0
"2149",4.8,11.5,9.3,3,1210,"dojo_81",1
"2150",4.5,11.5,11.4,3,1100,"dojo_81",0
"2151",4.9,12.5,10.1,3,1237,"dojo_81",2
"2152",7,12.9,11.9,3,1438,"dojo_81",1
"2153",7.3,13,14.1,3,1129,"dojo_81",1
"2154",4.5,10.4,13.1,3,1414,"dojo_81",2
"2155",5.3,11.1,12.4,3,1161,"dojo_81",2
"2156",5.3,14.6,12.5,3,1096,"dojo_81",1
"2157",5.2,13.9,11.5,3,1554,"dojo_81",1
"2158",4,13,13.6,3,1601,"dojo_81",2
"2159",6.8,14.7,13.2,3,1352,"dojo_81",1
"2160",7,14.1,10.2,3,1118,"dojo_81",2
"2161",7.5,14.6,13.1,3,1430,"dojo_81",1
"2162",2.9,11.2,6.5,3,1250,"dojo_81",0
"2163",5.3,9.1,13.6,3,1385,"dojo_81",1
"2164",6.9,14.5,12.5,3,1205,"dojo_81",1
"2165",4,11.1,13.1,3,1279,"dojo_81",0
"2166",5.3,9.4,14.8,3,1600,"dojo_81",1
"2167",3.4,10.4,8.9,12,1166,"dojo_82",2
"2168",2.5,12.2,12.8,12,1502,"dojo_82",1
"2169",3.3,8.5,7.2,12,1470,"dojo_82",1
"2170",2.9,8,18.7,12,1078,"dojo_82",2
"2171",4.6,13.5,9.7,12,1103,"dojo_82",1
"2172",6.6,8.5,16.9,12,1244,"dojo_82",1
"2173",5.7,12.3,13.9,12,1287,"dojo_82",1
"2174",4.2,13.1,8.1,12,1711,"dojo_82",1
"2175",3.7,9,10.1,12,1637,"dojo_82",1
"2176",2.6,7.6,8.6,12,1131,"dojo_82",0
"2177",5.1,12.5,13,12,1257,"dojo_82",2
"2178",4.9,13.1,10.2,12,1328,"dojo_82",1
"2179",5.2,9.9,9.7,12,967,"dojo_82",1
"2180",6.7,13.8,12.8,12,1455,"dojo_82",2
"2181",5.1,11.4,8.4,12,912,"dojo_82",1
"2182",4.5,12.9,14.4,12,1231,"dojo_82",2
"2183",4.7,10.5,15,12,1116,"dojo_82",2
"2184",5.3,7.4,13.3,12,1387,"dojo_82",3
"2185",8.6,13.2,11.3,6,885,"dojo_83",2
"2186",8.7,15.2,16.3,6,1183,"dojo_83",2
"2187",6,13.9,13.9,6,1712,"dojo_83",2
"2188",8.5,11,17.7,6,969,"dojo_83",2
"2189",8.9,12.1,16.1,6,1062,"dojo_83",2
"2190",5.6,15.4,8.5,6,1179,"dojo_83",1
"2191",10.4,17.5,15.8,6,1146,"dojo_83",2
"2192",7.1,11.8,11.8,6,1352,"dojo_83",1
"2193",8.5,14.2,11.9,6,895,"dojo_83",2
"2194",4.5,11.6,8.9,6,1389,"dojo_83",1
"2195",5.8,10.9,11.5,6,984,"dojo_83",2
"2196",4.4,8,12,6,1251,"dojo_83",1
"2197",7.3,15.6,13.7,6,927,"dojo_83",1
"2198",5.2,11.8,9.6,6,1156,"dojo_83",2
"2199",6.9,12.2,15.1,6,1239,"dojo_83",1
"2200",6.8,10.2,10.1,6,1346,"dojo_83",1
"2201",5.2,5.6,7.9,6,1054,"dojo_83",2
"2202",5.5,10,10.1,6,1099,"dojo_83",1
"2203",7.5,11.4,11.6,6,816,"dojo_83",1
"2204",8.7,14.1,12.5,6,1104,"dojo_83",2
"2205",7.5,14.2,13,6,1669,"dojo_83",2
"2206",4.6,9.1,13.6,6,1368,"dojo_83",2
"2207",10.5,15.7,14.5,6,1069,"dojo_83",2
"2208",5,9.1,6.5,6,948,"dojo_83",1
"2209",6.9,15.3,12.5,6,1204,"dojo_83",1
"2210",4.2,8.8,12.3,6,1244,"dojo_83",0
"2211",7.8,14.8,12.9,6,1248,"dojo_83",2
"2212",4.6,6.8,14.5,6,1591,"dojo_84",1
"2213",2.9,6.6,12.4,6,1331,"dojo_84",0
"2214",4.5,8.8,12.5,6,1294,"dojo_84",1
"2215",5.2,11,9.8,6,1774,"dojo_84",1
"2216",5.7,12.6,6.9,6,1333,"dojo_84",1
"2217",3.7,7.9,13.5,6,1164,"dojo_84",1
"2218",3.8,9.8,7.2,6,1193,"dojo_84",1
"2219",3.1,10.7,12.6,6,1253,"dojo_84",0
"2220",2.5,6,16.1,6,1067,"dojo_84",0
"2221",3,8.3,15.6,6,1352,"dojo_84",0
"2222",3.4,10.2,11.7,6,966,"dojo_84",0
"2223",1.3,6.1,12.2,6,1003,"dojo_84",0
"2224",5.8,8.2,10.1,6,1191,"dojo_84",1
"2225",4.4,13.5,8.2,6,1155,"dojo_84",1
"2226",2.5,9.8,10.6,6,752,"dojo_84",1
"2227",6.4,16.8,15,6,1161,"dojo_84",1
"2228",4.9,9.1,8,6,1329,"dojo_84",1
"2229",6.7,12.8,13.5,6,1411,"dojo_84",1
"2230",3.8,11.9,7.2,6,1313,"dojo_84",1
"2231",6.7,14.2,12.9,6,1508,"dojo_84",1
"2232",4.9,15.5,13.4,6,1352,"dojo_84",1
"2233",5.2,13.4,12.9,6,1320,"dojo_84",1
"2234",3.7,11.9,10.3,6,1213,"dojo_84",1
"2235",3.5,8.6,11.2,6,1188,"dojo_84",0
"2236",5.1,5.4,9.3,6,1475,"dojo_84",1
"2237",4.7,12.5,10.2,6,1322,"dojo_84",1
"2238",4.9,13,13.2,6,1201,"dojo_84",1
"2239",4.3,9.5,13.5,6,1284,"dojo_84",1
"2240",7,17.9,15.5,6,1215,"dojo_84",2
"2241",3.9,9.3,11.4,6,1509,"dojo_84",1
"2242",6.7,11.3,13.5,6,1294,"dojo_84",1
"2243",5.3,17.9,14.6,6,1247,"dojo_84",1
"2244",3.3,8.7,9.2,6,1370,"dojo_84",0
"2245",4.9,9.2,8.8,6,1285,"dojo_84",1
"2246",6.3,12.9,17.6,6,1484,"dojo_84",2
"2247",5.6,11.5,15.7,6,1225,"dojo_84",1
"2248",3.5,9.3,12.8,6,988,"dojo_84",0
"2249",5.3,8.2,13,6,1514,"dojo_84",1
"2250",5.7,20,10.6,6,1084,"dojo_84",1
"2251",5,16.2,10,0,1416,"dojo_85",1
"2252",6.4,11.4,10.4,0,986,"dojo_85",1
"2253",4.9,16.2,1.8,0,1128,"dojo_85",2
"2254",6.2,14,10.1,0,920,"dojo_85",1
"2255",6.5,10.2,12.7,0,1451,"dojo_85",1
"2256",5.5,7.8,11.4,0,1542,"dojo_85",1
"2257",8.9,14.3,12.3,0,929,"dojo_85",1
"2258",8.5,15.8,9.7,0,1152,"dojo_85",2
"2259",5.1,8.9,16.7,0,1472,"dojo_85",1
"2260",6.1,9.4,10.2,0,1393,"dojo_85",1
"2261",8.8,10.8,19.4,0,961,"dojo_85",1
"2262",5.9,11.6,15.1,0,1390,"dojo_85",1
"2263",7.8,16.4,11.4,0,1064,"dojo_85",1
"2264",7.4,11.4,12.8,0,1059,"dojo_85",2
"2265",6.9,10.8,9,0,1558,"dojo_85",1
"2266",6.1,11.3,13.5,0,1524,"dojo_85",2
"2267",9,15.1,16,0,1003,"dojo_85",2
"2268",9.8,16.9,14.7,0,1361,"dojo_85",2
"2269",6.3,11.5,11.4,0,1083,"dojo_85",1
"2270",9.3,16.3,19,0,1144,"dojo_85",2
"2271",9.6,11.9,17.2,0,1489,"dojo_85",3
"2272",8.4,16.9,12.9,0,987,"dojo_85",1
"2273",7.4,10.8,14.6,0,1223,"dojo_85",2
"2274",6.2,8.6,11.4,0,1514,"dojo_85",2
"2275",5.7,6.5,10.6,0,1201,"dojo_85",1
"2276",3.8,11,10.4,2,1404,"dojo_86",2
"2277",5,12.4,16.3,2,1310,"dojo_86",2
"2278",5.8,13.6,11.9,2,1087,"dojo_86",1
"2279",6.7,13.3,11.3,2,1080,"dojo_86",1
"2280",5.5,9.1,10,2,1439,"dojo_86",1
"2281",7.3,13,15.1,7,1506,"dojo_87",2
"2282",6.4,17.1,12.1,7,1075,"dojo_87",1
"2283",0,5.6,10.7,7,1002,"dojo_87",0
"2284",7.4,16.6,14.2,7,1056,"dojo_87",1
"2285",2.9,9.6,11.1,7,1109,"dojo_87",1
"2286",2,10.9,12.9,7,982,"dojo_87",0
"2287",3.6,6.5,11.8,7,904,"dojo_87",0
"2288",6.4,13.7,12,7,1555,"dojo_87",2
"2289",0.5,7.8,9.5,7,1214,"dojo_87",1
"2290",10.6,17.3,16,7,1655,"dojo_87",3
"2291",3.8,13.4,6.7,7,1519,"dojo_87",2
"2292",6.1,16.4,16.1,7,1102,"dojo_87",1
"2293",4,10.3,18.2,7,1116,"dojo_87",0
"2294",4.2,14,11.4,7,1134,"dojo_87",1
"2295",4.4,9.5,8.2,7,1056,"dojo_87",1
"2296",3.5,14,8.4,7,1203,"dojo_87",2
"2297",4.2,9,13.7,7,1062,"dojo_87",0
"2298",4.1,9.1,12.3,7,1371,"dojo_87",1
"2299",2.1,11.3,7.1,7,1241,"dojo_87",0
"2300",1.7,7.2,9.7,7,1061,"dojo_87",0
"2301",0.6,10.4,9.7,7,940,"dojo_87",0
"2302",1.6,13.6,8.2,7,1097,"dojo_87",0
"2303",6.1,15.4,13.2,7,1187,"dojo_87",2
"2304",3.1,10,10.1,7,1201,"dojo_87",0
"2305",1.7,8.3,14.7,7,823,"dojo_87",0
"2306",5.3,14.7,11.1,7,1114,"dojo_87",1
"2307",4.1,10.6,13.7,7,1069,"dojo_87",1
"2308",4.2,12,9.8,7,1229,"dojo_88",1
"2309",7.8,17.2,15.4,7,1177,"dojo_88",2
"2310",5.7,14.8,8.8,7,1146,"dojo_88",2
"2311",4,11,13.8,7,851,"dojo_88",0
"2312",0.6,8.8,12.5,7,1195,"dojo_88",0
"2313",4.6,10.1,12.7,7,1401,"dojo_88",1
"2314",3.1,12.1,6.7,7,1205,"dojo_88",1
"2315",7.6,12.4,12.4,7,1209,"dojo_88",1
"2316",1.5,11.8,7.6,7,734,"dojo_88",0
"2317",5.2,10.4,14,7,1333,"dojo_88",1
"2318",5.6,7.2,10.7,7,1457,"dojo_88",1
"2319",5.8,18.4,10.4,7,905,"dojo_88",2
"2320",3.3,9.8,12.3,7,1125,"dojo_88",0
"2321",4.8,11.9,13.3,7,1172,"dojo_88",1
"2322",3.3,9,14.1,7,1050,"dojo_88",1
"2323",3.3,11.5,8.8,7,978,"dojo_88",0
"2324",4.1,13.9,11.3,7,1047,"dojo_88",2
"2325",5.2,10.3,12.7,7,1300,"dojo_88",1
"2326",3.6,9.6,10.1,7,1116,"dojo_88",0
"2327",4.9,12,11.4,7,1346,"dojo_88",1
"2328",5.2,17,7.9,7,1165,"dojo_88",1
"2329",4,12.9,11.2,7,1339,"dojo_88",1
"2330",2.3,12.6,8,7,1317,"dojo_88",0
"2331",5.5,12.8,18.7,7,1128,"dojo_88",1
"2332",3.1,11.3,11.3,7,1155,"dojo_88",0
"2333",5.5,15.3,9.4,7,1130,"dojo_88",2
"2334",5.8,13.5,9,9,1082,"dojo_89",2
"2335",6.6,17.1,12,9,1343,"dojo_89",3
"2336",6.6,8.9,14.2,9,1323,"dojo_89",1
"2337",6.9,13.4,16,9,1366,"dojo_89",1
"2338",5.4,15.1,14.5,9,831,"dojo_89",1
"2339",3.8,10.1,10.6,9,1378,"dojo_89",1
"2340",2.2,8.1,12.5,9,1443,"dojo_89",0
"2341",5,13.2,16.3,9,893,"dojo_89",1
"2342",3.8,9.8,10.5,9,1122,"dojo_89",0
"2343",7.5,16.3,13.7,9,1081,"dojo_89",2
"2344",3,8.8,10,9,1152,"dojo_89",0
"2345",5,11.2,10.9,9,1256,"dojo_89",1
"2346",8.5,17.4,14.3,9,1283,"dojo_89",2
"2347",6,15.2,12.3,9,904,"dojo_89",1
"2348",3.8,13.5,11.5,9,1280,"dojo_89",1
"2349",9.3,16.6,15.7,9,1534,"dojo_89",2
"2350",6.5,14.6,14.5,9,1220,"dojo_89",1
"2351",4.7,12.3,13.4,9,1443,"dojo_89",1
"2352",6.9,17.9,12.3,9,1324,"dojo_89",2
"2353",4.1,9.3,8.1,9,1274,"dojo_89",2
"2354",4.2,8.8,12,9,1350,"dojo_89",1
"2355",5.9,17.3,11,9,1252,"dojo_89",1
"2356",3.5,10.1,11.9,9,1205,"dojo_89",0
"2357",4.7,9.8,11.3,9,1062,"dojo_89",1
"2358",3.5,13,10.2,9,1477,"dojo_89",2
"2359",5.5,15.8,12.5,9,947,"dojo_89",1
"2360",5.7,14.1,13.3,9,1071,"dojo_89",1
"2361",2,11.8,7.3,9,1188,"dojo_89",0
"2362",4.6,11.8,10,9,1269,"dojo_89",1
"2363",6.3,13.4,8.6,6,1006,"dojo_90",1
"2364",1.3,13.8,4.4,6,1286,"dojo_90",1
"2365",1.3,14.7,8.1,6,1404,"dojo_90",0
"2366",3.2,13,10,6,1268,"dojo_90",1
"2367",0.7,13.1,10.5,6,1282,"dojo_90",0
"2368",1,13,8.5,6,1452,"dojo_90",0
"2369",0.3,11.2,11.7,6,1559,"dojo_90",0
"2370",2.5,3.8,14,6,1219,"dojo_90",0
"2371",0,8.6,10.8,6,1267,"dojo_90",0
"2372",0.6,10.6,13.6,6,1579,"dojo_90",1
"2373",4.7,12.1,8.5,6,926,"dojo_90",1
"2374",1.9,6.6,12.8,6,1484,"dojo_90",1
"2375",3.5,11.9,12.7,6,1276,"dojo_90",2
"2376",5.9,13.8,16.8,6,1000,"dojo_90",1
"2377",3.1,11.8,9.9,6,1253,"dojo_90",0
"2378",4.4,13.6,12.2,6,1239,"dojo_90",1
"2379",7.7,16.2,15.2,6,816,"dojo_90",1
"2380",3.8,11.6,15.1,6,1134,"dojo_90",0
"2381",2.4,14,10.1,6,1107,"dojo_90",1
"2382",1.7,16,8.5,6,1404,"dojo_90",2
"2383",0,10.2,15.2,6,1678,"dojo_90",0
"2384",2.4,11.2,9.6,6,1396,"dojo_90",0
"2385",5.2,14.5,6.8,6,831,"dojo_90",1
"2386",2.3,15,15.3,6,1715,"dojo_90",1
"2387",4.6,13.3,15.7,6,1051,"dojo_90",1
"2388",4.5,12.5,11.8,6,1027,"dojo_90",1
"2389",4.3,13.7,9.5,6,1266,"dojo_91",2
"2390",5.6,13.2,8.2,6,1030,"dojo_91",2
"2391",7.6,15.4,9.7,6,1073,"dojo_91",1
"2392",7.5,14.5,13.6,6,1123,"dojo_91",1
"2393",6.8,13.3,16.5,6,1122,"dojo_91",1
"2394",8.6,14.5,12.8,6,1116,"dojo_91",4
"2395",5.5,12.7,9.5,6,1317,"dojo_91",1
"2396",5,10.3,10.5,6,1175,"dojo_91",2
"2397",3.8,10,5.5,6,1144,"dojo_91",1
"2398",7.6,14.5,11.4,6,1035,"dojo_91",1
"2399",7.3,13,9,6,1019,"dojo_91",1
"2400",3.6,8.4,13.7,6,1747,"dojo_91",1
"2401",7.9,14.2,8.2,6,1411,"dojo_91",2
"2402",6.4,12.6,15.4,6,1271,"dojo_91",1
"2403",4.5,10.3,14.1,6,1197,"dojo_91",1
"2404",6.9,15.2,10.2,6,1128,"dojo_91",1
"2405",7.4,16.5,16.3,6,1158,"dojo_91",1
"2406",6,14,10.5,6,1407,"dojo_91",2
"2407",2.9,9.6,10.9,6,1022,"dojo_91",0
"2408",5.2,11.6,11.5,6,1098,"dojo_91",1
"2409",3.1,11.1,9.1,6,1195,"dojo_91",0
"2410",7.2,13.4,11.4,6,1173,"dojo_91",1
"2411",6.2,13.4,14.3,6,917,"dojo_91",1
"2412",7.8,15.6,12.6,6,1539,"dojo_91",3
"2413",5.5,14.1,5.7,6,1063,"dojo_91",1
"2414",4.1,9.2,7.1,6,1301,"dojo_91",1
